text,label
"Exploiting Frame-to-Frame Coherence for Rendering Terrain Using Continuous LOD (Co-authors: Jing Zhang, Guojun Chen, Conference: ICAT)",105_19
"An Eulerian Path Approach to Global Multiple Alignment for DNA Sequences (Co-authors: Yu Zhang, Michael S. Waterman, Conference: Journal of Computational Biology)",109_18
"An efficient texture generation technique for human head cloning and morphing (Co-authors: Yu Zhang, Conference: GRAPP)",109_0
"Architecture - A performance comparison through benchmarking and modeling of three leading supercomputers: blue Gene/L, Red Storm, and Purple (Co-authors: Adolfy Hoisie, Greg Johnson, Darren J. Kerbyson, Michael Lang, Scott Pakin, Conference: SC)",41_0
"Architecture Design for Globally Distributed Projects (Co-authors: Matthew Bass, Raghvinder S. Sangwan, Michael Smith, Conference: WICSA)",2_11
"Global Biclustering of Microarray Data (Co-authors: Thomas Wolf, Benedikt Brors, Thomas Hofmann, Elisabeth Georgii, Conference: ICDM Workshops)",45_3
"Optimally fast parallel algorithms for preprocessing and pattern matching in one and two dimensions (Co-authors: R. Cole, Conference: Proceedings of the 1993 IEEE 34th Annual Foundations of Computer Science)",72_0
"An Index Model for MPEG-2 Streams (Co-authors: Weiqiang Wang, Wen Gao, Conference: IEEE Pacific Rim Conference on Multimedia)",23_0
"The Transient Performance Analysis of Voice/Data Integrated Networks (Co-authors: Ji Zhang, Edward J. Coyle, Conference: INFOCOM)",24_0
"Research on the Robustness of a Proportional Integral Switching Surface Based on Sliding Mode Control (Co-authors: Jun Liu, Yang Wang, Meng-zhi Huang, Jian-bo Lu, Conference: Proceedings of the 2009 International Conference on Advanced Computer Control)",39_28
"Induction of Expert System Rules from Databases Based on Rough Set Theory and Resampling Methods (Co-authors: Shusaku Tsumoto, Hiroshi Tanaka, Conference: ISMIS)",81_1
"The EDAM project: Mining atmospheric aerosol datasets (Co-authors: Raghu Ramakrishnan, James J. Schauer, Lei Chen, Zheng Huang, Martin M. Shafer, Deborah S. Gross, Conference: Int. J. Intell. Syst.)",54_1
"Learning from Multiple Sources of Inaccurate Data (Co-authors: Ganesh Baliga, Sanjay Jain, Arun Sharma, Conference: AII)",47_0
"Resolving the Simultaneous Resettability Conjecture and a New Non-Black-Box Simulation Strategy. (Co-authors: Yi Deng, Vipul Goyal, Amit Sahai, Conference: null)",93_3
"Structured Solution of Asynchronously Communicating Stochastic Modules (Co-authors: Javier Campos, Susanna Donatelli, Manuel Silva, Conference: IEEE Trans. Software Eng.)",73_0
"Fault Tolerance in Tandem Systems (Co-authors: Jim Gray, Conference: HPTS)",99_1
"On Learning Languages from Positive Data and a Limited Number of Short Counterexamples (Co-authors: Sanjay Jain, Efim B. Kinber, Conference: COLT)",47_0
"Low-Complexity Analysis of Repetitive Regularities for Biometric Applications (Co-authors: Lei Wang, Niral Patel, Conference: JCP)",85_44
"Short Definitions of the Ordinals (Co-authors: Kenneth R. Brown, Hao Wang, Conference: J. Symb. Log.)",69_41
"Enhancing DNS Resilience against Denial of Service Attacks (Co-authors: Vasileios Pappas, Daniel Massey, Lixia Zhang, Conference: DSN)",75_0
"Parameterized Freeform Shape Design and Deformation (Co-authors: Hongzheng Liu, Lei Chen, Xiuzi Ye, Xiang Pan, Qiuer Xu, Conference: MUE)",54_9
"A New Block Detection Receiver for Noncoherent Orthogonal CDMA System (Co-authors: Bin Li, Wen Tong, Rui Wang, Conference: ICC (3))",11_20
"A Local Probabilistic Prior-Based Active Contour Model for Brain MR Image Segmentation (Co-authors: Jundong Liu, Charles Smith, Hima Chebrolu, Conference: ACCV (1))",37_0
"A dynamically coupled neural oscillator network for image segmentation (Co-authors: Ke Chen, DeLiang L. Wang, Conference: Neural Networks)",58_7
"Evolvable view environment (EVE): non-equivalent view maintenance under schema changes (Co-authors: E. A. Rundensteiner, A. Koeller, X. Zhang, A. J. Lee, A. Nica, A. Van Wyk, Y. Lee, Conference: Proceedings of the 1999 ACM SIGMOD international conference on Management of data)",60_33
"Bonding of Cu-based high aspect ratio microscale structures with Sn intermediate layers (Co-authors: Fanghua Mei, Ke Chen, B. Lu, Wen Jin Meng, Conference: Microsystem Technologies)",58_5
"An Adaptive Grid Method and Its Application to Steady Euler Flow Calculations (Co-authors: Feng Liu, Shanhong Ji, Guojun Liao, Conference: SIAM Journal on Scientific Computing)",57_13
"Coordinated survivability in IP-over-optical networks with IP-layer dual-homing and optical-layer protection (Co-authors: Vinod Vokkarane, Jianping Wang, Jason P. Jue, Conference: BROADNETS)",5_1
"Exploring Core Based Tree (CBT) in WDM Networks (Co-authors: Jianping Wang, Xiangtong Qi, Mei Yang, Biao Chen, Conference: ISPAN)",5_1
"Esub8: A novel tool to predict protein subcellular localizations in eukaryotic organisms (Co-authors: Qinghua Cui, Tianzi Jiang, Bing Liu, Songde Ma, Conference: BMC Bioinformatics)",94_15
"Spatial Clustering of Galaxies in Large Datasets (Co-authors: Alexander S. Szalay, Tamas Budavari, Andrew Connolly, Jim Gray, Takahiko Matsubara, Adrian Pope, Istvan Szapudi, Conference: CoRR)",99_1
"The minimum description length principle in coding and modeling (invited paper) (Co-authors: Andrew Barron, Jorma Rissanen, Bin Yu, Conference: Information theory: 50 years of discovery)",97_0
"Accelerated Bundle Adjustment in Multiple-View Reconstruction (Co-authors: Bing Liu, Maoyuan Yu, Dennis Maier, Reinhard Manner, Conference: KES)",94_11
"Toward an Understanding of the Quality and Efficiency of Model Building for Genetic Algorithms (Co-authors: Tian-Li Yu, David E. Goldberg, Conference: GECCO (2))",34_0
"Model-Driven Adaptive Self-healing for Autonomic Computing (Co-authors: Yan Liu, Jing Zhang, John Strassner, Conference: MACE)",105_12
"Support cluster machine (Co-authors: Bin Li, Mingmin Chi, Jianping Fan, Xiangyang Xue, Conference: ICML)",11_30
"Viral System to Solve Optimization Problems: An Immune-Inspired Computational Intelligence Approach (Co-authors: Pablo Cortes, Jose M. Garcia, Luis Onieva, Jesus Munuzuri, Jose Guadix, Conference: ICARIS)",98_1
"Strengthening QIM-Based Watermarking by Non-uniform Discrete Cosine Transform (Co-authors: Xianfeng Zhao, Bingbing Xia, Yi Deng, Conference: Information Hiding)",93_2
"Managing Trusted Keys in Internet-Scale Systems. (Co-authors: Eric Osterweil, Daniel Massey, Lixia Zhang, Conference: null)",75_0
"Teaching Grid Computing in North Carolina: Part II (Co-authors: Barry Wilkinson, Clayton Ferner, Conference: IEEE Distributed Systems Online)",78_0
"GRPLib: A Web Service Based Framework Supporting Sustainable Execution of Large-Scale and Long-Time Grid Applications (Co-authors: Yingwen Song, Hiroshi Takemiya, Yoshio Tanaka, Hidemoto Nakada, Satoshi Sekiguchi, Conference: ISPA)",92_0
"Key Elements Tracing Method for Parallel XML Parsing in Multi-Core System. (Co-authors: Xiaosong Li, Hao Wang, Taoying Liu, Wei Li, Conference: null)",69_13
"Muscular Effects of VDT Work (Co-authors: Michael Smith, Conference: COMPCON)",2_3
"Dielectric mismatch effect on coupled impurity states in a freestanding nanowire (Co-authors: Bin Li, B. Partoens, F. M. Peeters, W. Magnus, Conference: Microelectronics Journal)",11_32
"Reliability Theory Model and Expected Life Shortest Path in Stochastic and Time-Dependent Networks (Co-authors: Guozhen Tan, Xiang-fu Xia, Wen Gao, Conference: International Conference on Computational Science)",23_0
"Knowledge contribution in problem solving virtual communities: the mediating role of individual motivations (Co-authors: Jie Yu, Zhenhui Jiang, Hock Chuan Chan, Conference: CPR)",18_1
"A probabilistic method for foreground and shadow segmentation (Co-authors: Yang Wang, Tele Tan, Kia-Fock Loe, Conference: ICIP (3))",39_16
"Learning Algorithms for Software Agents in Uncertain and Untrusted Market Environments (Co-authors: Thomas Tran, Robin Cohen, Conference: IJCAI)",16_0
"Transaction reordering with application to synchronized scans (Co-authors: Gang Luo, Jeffrey F. Naughton, Curt J. Ellmann, Michael Watzke, Conference: DOLAP)",12_0
"ASG Automated Signature Generation for Worm-Like P2P Traffic Patterns (Co-authors: Fengtao Xiao, Huaping Hu, Xin Chen, Bo Liu, Conference: WAIM)",42_35
"A bias/variance decomposition for models using collective inference (Co-authors: Jennifer Neville, David Jensen, Conference: Machine Learning)",31_0
"Opening, Closing Worlds - On Integrity Constraints (Co-authors: Evren Sirin, Michael Smith, Evan Wallace, Conference: OWLED)",2_12
"Laplacian Distortion Model (LDM) for Rate Control in Video Coding (Co-authors: Long Xu, Xiangyang Ji, Wen Gao, Debin Zhao, Conference: PCM)",23_0
"Risk Minimization Based Ontology Mapping (Co-authors: Jie Tang, Bangyong Liang, Juan-Zi Li, Kehong Wang, Conference: AWCC)",14_1
"Variable Default Hierarchy Separation in a Classifier System (Co-authors: Robert E. Smith, David E. Goldberg, Conference: FOGA)",34_0
"Radial basis function interpolation surface on space mesh (Co-authors: Baocai Yin, Wen Gao, Conference: ACM SIGGRAPH 97 Visual Proceedings: The art and interdisciplinary programs of SIGGRAPH '97)",23_0
"Ear Recognition using Improved Non-Negative Matrix Factorization (Co-authors: Li Yuan, Zhichun Mu, Yu Zhang, Ke Liu, Conference: ICPR (4))",109_37
"Truth and absolute truth in neutrosophic logic (Co-authors: Feng Liu, Conference: Smarandache Notions Journal)",57_13
"Optimal bandwidth selection for MLS surfaces (Co-authors: Hao Wang, Carlos Eduardo Scheidegger, Claudio T. Silva, Conference: Shape Modeling International)",69_10
"Hierarchical methods for three-dimensional surface reconstruction (Co-authors: Yun Wang, Conference: null)",89_1
"Systematic Generation of Assembly Precedence Graphs (Co-authors: Ke Chen, Jean-Michel Henrioud, Conference: ICRA)",58_12
"A Fast Globally Supervised Learning Algorithm for Gaussian Mixture Models (Co-authors: Jiyong Ma, Wen Gao, Conference: Web-Age Information Management)",23_0
"Research group on digital government in North America: developing a comparative and transnational agenda (Co-authors: J. Ramon Gil-Garcia, Luis F. Luna Reyes, Sehl Mellouli, Celene Navarrete, Theresa Pardo, Jing Zhang, Conference: Proceedings of the 10th Annual International Conference on Digital Government Research: Social Networks: Making Connections between Citizens, Data and Government)",105_16
"Efficient multi-keyword search over p2p web (Co-authors: Hanhua Chen, Hai Jin, Jiliang Wang, Lei Chen, Yunhao Liu, Lionel M. Ni, Conference: WWW)",54_1
"Reorganizing global schedules for register allocation (Co-authors: Gang Chen, Michael D. Smith, Conference: International Conference on Supercomputing)",108_39
"Research and Practice in Undergraduate Embedded System Course (Co-authors: Xiumin Shi, Ji Zhang, Yanbing Ju, Conference: ICYCS)",24_7
"Improving the Performance of Scientific Parallel Applications in a Cluster of Workstations (Co-authors: A. Flores, Jose M. Garcia, Conference: PARA)",98_0
"Construction of High-Order Deceptive Functions Using Low-Order Walsh Coefficients (Co-authors: David E. Goldberg, Conference: Ann. Math. Artif. Intell.)",34_0
"A new high gain low voltage 1.45 GHz CMOS mixer (Co-authors: Lu Liu, Zhihua Wang, Conference: ISCAS (5))",48_0
"Measurement and Statistics of Application Business in Complex Internet (Co-authors: Lei Wang, Yang Li, Yipeng Li, Shuhang Wu, Shiji Song, Yong Ren, Conference: Complex (1))",85_106
"Hierarchical Ensemble of Global and Local Classifiers for Face Recognition (Co-authors: Yu Su, Shiguang Shan, Xilin Chen, Wen Gao, Conference: ICCV)",23_0
"Ringed Petersen Spheres Connected Hypercube Interconnection Networks (Co-authors: Lei Wang, Zhiping P. Chen, Xinhua H. Jiang, Conference: ICECCS)",85_47
"One Thousand Transactions per Second (Co-authors: Jim Gray, Pete Homan, Harald Sammer, Bob Good, Dieter Gawlick, Conference: COMPCON)",99_1
"Noise Clustering-Based Speaker Verification (Co-authors: Dat Tran, Michael Wagner, Conference: AFSS)",43_1
"Using micro information units for internet search (Co-authors: Xiaoli Li, Tong-Heng Phang, Minqing Hu, Bing Liu, Conference: CIKM)",94_0
"The Benchmark Handbook for Database and Transaction Systems (1st Edition) (Co-authors: Jim Gray, Conference: null)",99_1
"Locality, Reversibility, and Beyond: Learning Languages from Positive Data (Co-authors: Tom Head, Satoshi Kobayashi, Takashi Yokomori, Conference: ALT)",100_0
"The Importance of Interaction in Sonification (Co-authors: Andy Hunt, Thomas Hermann, Conference: ICAD)",56_1
"Accurately weighting subbands in temporal wavelet transform (Co-authors: Tiantian Sun, Feng Wu, Wen Gao, Conference: ISCAS)",23_0
"Case-Based Similarity Assessment: Estimating Adaptability from Experience (Co-authors: David B. Leake, Andrew Kinley, David C. Wilson, Conference: AAAI/IAAI)",59_0
"The design of nonuniform-band maxmally decimated filter banks (Co-authors: Bo Liu, Leonard T. Bruton, Conference: ISCAS)",42_31
"On Sampling Colorings of Bipartite Graphs (Co-authors: R. Balasubramanian, C. R. Subramanian, Conference: Discrete Mathematics  Theoretical Computer Science)",74_0
"The Hugin Tool for Learning Bayesian Networks (Co-authors: Anders L. Madsen, Michael Lang, Uffe Kjarulff, Frank Jensen, Conference: ECSQARU)",41_2
"eROSE: guiding programmers in eclipse (Co-authors: Thomas Zimmermann, Valentin Dallmeier, Konstantin Halachev, Andreas Zeller, Conference: OOPSLA Companion)",6_1
"Testing Voice Mimicry with the YOHO Speaker Verification Corpus (Co-authors: Yee W. Lau, Dat Tran, Michael Wagner, Conference: KES (4))",43_1
"Integrated Architectural Modeling and Analysis for High-Assurance Command and Control System Design (Co-authors: Yi Deng, Jiacun Wang, Conference: Ann. Software Eng.)",93_0
"Web Data Mining: Exploring Hyperlinks, Contents, and Usage Data (Co-authors: Bing Liu, Conference: null)",94_0
"Towards an Integrated Model Checker for Railway Signalling Data (Co-authors: Michael Huber, Steve King, Conference: FME)",64_0
"Limiting Resolution: From Foundations to Implementation (Co-authors: Patrick Caldon, Eric Martin, Conference: ICLP)",0_0
"Using the SPARK Toolset for Showing the Absence of Run-Time Errors in Safety-Critical Software (Co-authors: Darren Foulger, Steve King, Conference: Ada-Europe)",64_0
"A synthesis scheme for simultaneous scheduling, binding, partitioning and placement with resources operating at multiple voltages (Co-authors: Ling Wang, Yingtao Jiang, Yu Zhang, Ru Chen, Conference: ISCAS (1))",109_8
"Using Critical Incidents to Understand the Interactions of Airline Dispatchers with the Traffic Management System (Co-authors: Philip J. Smith, Rebecca Denning, Jodi Heintz Obradovich, Steve Caisse, Carla Beck, C. Elaine McCoy, Judith Orasanu, Conference: Proceedings of the Fourth Symposium on Human Interaction with Complex Systems)",32_0
"2008 International Conference on Parallel Processing September 8-12, 2008 Portland, Oregon Exploring Parallel I/O Concurrency with Speculative Prefetching (Co-authors: Yong Chen, Surendra Byna, Xian-He Sun, Rajeev Thakur, William Gropp, Conference: ICPP)",88_3
"Fuzzy Sets and Rough Sets for Scenario Modelling and Analysis. (Co-authors: Qiang Shen, Conference: null)",19_0
"Spike synchronization in a biophysically-detailed model of the olfactory bulb (Co-authors: Andrew P. Davison, Jianfeng Feng, David Brown, Conference: Neurocomputing)",83_2
"Temporal difference learning to detect unsafe system states (Co-authors: Huazhong Ning, Wei Xu, Yue Zhou, Yihong Gong, Thomas S. Huang, Conference: ICPR)",1_17
"Two-Dimensional Shape Retrieval (Co-authors: Lei Chen, Conference: Theory of Computing Systems)",54_22
"A Hybrid Control Architecture for Connection Management in Translucent WDM Networks (Co-authors: Lei Wang, Jie Zhang, Guanjun Gao, Yongjun Liu, Xiuzhong Chen, Wanyi Gu, Conference: GLOBECOM)",85_90
"Human-Currency Interaction: learning from virtual currency use in China (Co-authors: Yang Wang, Scott D. Mainwaring, Conference: CHI)",39_11
"New Fair Payment Protocols (Co-authors: Hao Wang, Heqing Guo, Manshan Lin, Conference: ICETE (1))",69_19
"Introducing Subchromosome Representations to the Linkage Learning Genetic Algorithm (Co-authors: Ying-Ping Chen, David E. Goldberg, Conference: GECCO (1))",34_0
"Indexing the Sphere with the Hierarchical Triangular Mesh (Co-authors: Alexander S. Szalay, Jim Gray, George Fekete, Peter Z. Kunszt, Peter Kukol, Ani Thakar, Conference: CoRR)",99_1
"Minimizing a stochastic maximum-reliability path (Co-authors: Feng Pan, David P. Morton, Conference: Networks)",46_4
"Open Issues on Intelligent Sensor Networks (Co-authors: Yiqiang Chen, Wen Gao, Junfa Liu, Conference: NPC)",23_0
"Artificial Ventilation Modeling using Neuro-Fuzzy Hybrid System (Co-authors: Feng Liu, Geok See Ng, Chai Quek, Tsee Foong Loh, Conference: IJCNN)",57_30
"RDT Properties and Evaluations (Co-authors: Yulu Yang, Yang Yu, Conference: ITNG)",90_16
"An Exact Ridge Matching Algorithm for Fingerprint Verification (Co-authors: Jianjiang Feng, Zhengyu Ouyang, Fei Su, Anni Cai, Conference: IWBRS)",10_2
"Low Power Synthesis Methodology with Data Format Optimization Applied on a DWT (Co-authors: Nathalie Julien, S. Gailhard, Eric Martin, Conference: VLSI Signal Processing)",0_1
"Re-sampling for Chinese Sign Language Recognition (Co-authors: Chunli Wang, Xilin Chen, Wen Gao, Conference: Gesture Workshop)",23_0
"A Fast Intra Mode Decision Algorithm for AVS to H.264 Transcoding (Co-authors: Zhihang Wang, Wen Gao, Debin Zhao, Qingming Huang, Conference: ICME)",23_0
"Efficient Holistic Twig Join Algorithm on XML Documents with Optimization Rules and Index. (Co-authors: Jinhua Jiang, Gang Chen, Lidan Shou, Ke Chen, Conference: null)",108_5
"Rapid Object Indexing Using Locality Sensitive Hashing and Joint 3D-Signature Space Estimation (Co-authors: Bogdan Matei, Ying Shan, Harpreet S. Sawhney, Yi Tan, Rakesh Kumar, Daniel F. Huber, Martial Hebert, Conference: IEEE Trans. Pattern Anal. Mach. Intell.)",29_5
"Introduction to the Special Issue on Innovative Applications of Computer Vision (Co-authors: Bir Bhanu, Terrance E. Boult, Alok Gupta, David Michael, Conference: Mach. Vis. Appl.)",35_1
"AGATHA: An Integrated Expert System to Test and Diagnose Complex Personal Computer Boards (Co-authors: Daryl Allred, Yossi Lichtenstein, Chris Preist, Michael A. Bennett, Ajay Gupta, Conference: IAAI)",91_0
"Modeling and Simulation for Crosstalk Aggravated by Weak-Bridge Defects between On-Chip Interconnects (Co-authors: Lei Wang, Sandeep K. Gupta, Melvin A. Breuer, Conference: Asian Test Symposium)",85_13
"On 2-Connected Spanning Subgraphs with Low Maximum Degree (Co-authors: Daniel P. Sanders, Yue Zhao, Conference: J. Comb. Theory, Ser. B)",87_3
"Synthesizing Enumeration Techniques for Language Learning (Co-authors: Ganesh Baliga, John Case, Sanjay Jain, Conference: COLT)",47_0
"A Nanosensor Array-Based VLSI Gas Discriminator (Co-authors: Kevin M. Irick, Wei Xu, Narayanan Vijaykrishnan, Mary Jane Irwin, Conference: VLSI Design)",1_25
"An Ontology-based Data Matching Framework: use Case Competency-based HRM. (Co-authors: Peter De Baer, Yan Tang, Pieter De Leenheer, Conference: null)",101_3
"Finite identification of functions by teams with success ratio 1/2 and above (Co-authors: Sanjay Jain, Arun Sharma, Mahendran Velauthapillai, Conference: Information and Computation)",47_0
"An Efficient VLSI Implementation for MC Interpolation of AVS Standard (Co-authors: Lei Deng, Wen Gao, Ming-Zeng Hu, Zhenzhou Ji, Conference: PCM (3))",23_0
"Spatially Adaptive Wavelet Thresholding with Context Modeling for Image Denoising (Co-authors: S. Grace Chang, Bin Yu, Martin Vetterli, Conference: ICIP (1))",97_0
"Timing Analysis: In Search of Multiple Paradigms (Co-authors: Frank Mueller, Conference: IPDPS)",8_0
"Simultaneous Timing Driven Clustering and Placement for FPGAs (Co-authors: Gang Chen, Jason Cong, Conference: FPL)",108_13
"An Approach to Enterprise Application Integration Based on Ontology Semantic Description (Co-authors: Lu Liu, Deyu Kong, Yi Li, Zhe Liu, Conference: CONFENIS (2))",48_1
"Study on Embedded System Grid (Co-authors: Huifu Zhang, Zude Zhou, Fangmin Li, Xiaoming Wang, Conference: SKG)",7_8
"Teaching Grid Computing in North Carolina: Part I (Co-authors: Barry Wilkinson, Clayton Ferner, Conference: IEEE Distributed Systems Online)",78_0
"What Next? A Few Remaining Problems in Information Technlogy, SIGMOD Conference 1999, ACM Turing Award Lecture, Video (Co-authors: Jim Gray, Conference: ACM SIGMOD Digital Symposium Collection)",99_1
"MedSearch: a specialized search engine for medical information retrieval (Co-authors: Gang Luo, Chunqiang Tang, Hao Yang, Xing Wei, Conference: CIKM)",12_0
"Fast and efficient voltage scheduling by evolutionary slack distribution (Co-authors: Bita Gorjiara, Pai H. Chou, Nader Bagherzadeh, Mehrdad Reshadi, David Jensen, Conference: ASP-DAC)",31_1
"Intelligibility and accountability: human considerations in context-aware systems (Co-authors: Victoria Bellotti, Keith Edwards, Conference: Human-computer interaction)",55_3
"Process planning optimization for the manufacture of injection moulds using a genetic algorithm (Co-authors: M. R. Alam, K. S. Lee, M. Rahman, Y. F. Zhang, Conference: Int. J. Computer Integrated Manufacturing)",15_4
"Body Detection and Tracking with Hierarchical Scheme in Dynamic Scenes (Co-authors: Xiaofeng Tong, Lei Wang, Yimin Zhang, Conference: ICME)",85_59
"Experimental Research in Systems Development Methodologies: Opportunities and Challenges (Co-authors: Jeffrey Parsons, Ritu Agarwal, Dinesh Batra, Iris Vessey, Yair Wand, Conference: ICIS)",20_0
"Extraction and mining of an academic social network (Co-authors: Jie Tang, Jing Zhang, Limin Yao, Juan-Zi Li, Conference: WWW)",105_13
"Multi-query SQL Progress Indicators (Co-authors: Gang Luo, Jeffrey F. Naughton, Philip S. Yu, Conference: EDBT)",12_0
"Broadcast Disks: Data Management for Asymmetric Communications Environments (Co-authors: Swarup Acharya, Rafael Alonso, Michael J. Franklin, Stanley B. Zdonik, Conference: SIGMOD Conference)",65_0
"Emancipating instances from the tyranny of classes in information modeling (Co-authors: Jeffrey Parsons, Yair Wand, Conference: ACM Trans. Database Syst.)",20_0
"Detection of Hidden Information in Webpages Based on Randomness (Co-authors: Junwei Huang, Xingming Sun, Huajun Huang, Gang Luo, Conference: IAS)",12_7
"A refinement approach to handling model misfit in text categorization (Co-authors: Haoran Wu, Tong-Heng Phang, Bing Liu, Xiaoli Li, Conference: KDD)",94_0
"Disk Shadowing (Co-authors: Dina Bitton, Jim Gray, Conference: VLDB)",99_1
"A logical replication-based intrusion detection approach for CSCW system. (Co-authors: Ke Chen, Gang Chen, Tianlei Hu, Jinxiang Dong, Conference: null)",108_5
"The Design and Realization of E-Journals' Categorizing and Navigating System (Co-authors: Shao Zhengrong, Gang Chen, Conference: WISE (2))",108_8
"The design methodology of Phoenix cluster system software stack (Co-authors: Jianfeng Zhan, Lei Wang, Bibo Tu, Hui Wang, Zhihong Zhang, Yi Jin, Yu Wen, Yuansheng Chen, Peng Wang, Bizhu Qiu, Dan Meng, Ninghui Sun, Conference: China HPC)",85_16
"Corra: Computational framework and tools for LC-MS discovery and targeted mass spectrometry-based proteomics (Co-authors: Mi-Youn Brusniak, Bernd Bodenmiller, David Campbell, Kelly Cooke, James Eddes, Andrew Garbutt, Hollis Lau, Simon Letarte, Lukas N. Mueller, Vagisha Sharma, Olga Vitek, Ning Zhang, Ruedi Aebersold, Julian D. Watts, Conference: BMC Bioinformatics)",21_1
"On multirate optimality of JPEG2000 code stream (Co-authors: Xiaolin Wu, Sorina Dumitrescu, Ning Zhang, Conference: IEEE Transactions on Image Processing)",21_14
"Understanding Users' Response To Ontology Based Systems In The Context Of An Enterprise Sponsored Virtual Community (Co-authors: Carla Pereira, Manuel Silva, Joana Fernandes, Antonio Lucas Soares, Conference: Virtual Enterprises and Collaborative Networks)",73_3
"Closed on-line bin packing (Co-authors: E. Asgeirsson, U. Ayesta, E. Coffman, J. Etra, P. Momcilovic, D. Phillips, V. Vokhshoori, Z. Wang, J. Wolfe, Conference: Acta Cybernetica)",61_13
"A Unified Framework for Segmentation-Assisted Image Registration (Co-authors: Jundong Liu, Yang Wang, Junhong Liu, Conference: ACCV (2))",39_0
"Microsoft TerraServer (Co-authors: Tom Barclay, Robert Eberl, Jim Gray, John Nordlinger, Guru Raghavendran, Donald R. Slutz, Greg Smith, Phil Smoot, John Hoffman, Natt Robb III, Hedy Rossmeissl, Beth Duff, George Lee, Theresa Mathesmier, Randall Sunne, Conference: CoRR)",99_1
"Getting the best of both worlds: Discrete and continuous genetic and evolutionary algorithms in concert (Co-authors: Martin Pelikan, David E. Goldberg, Shigeyoshi Tsutsui, Conference: Inf. Sci.)",34_0
"Dynamic Uniform Scaling for Multiobjective Genetic Algorithms (Co-authors: Gerulf K. M. Pedersen, David E. Goldberg, Conference: GECCO (2))",34_0
"Whole-Genome Analysis of Gene Conversion Events (Co-authors: Chih-Hao Hsu, Yu Zhang, Ross C. Hardison, Webb Miller, Conference: RECOMB-CG)",109_18
"Camera Readable 2D Bar Codes Design and Decoding for Mobile Phones (Co-authors: Hao Wang, Yanming Zou, Conference: ICIP)",69_35
"A security and robustness performance analysis of localization algorithms to signal strength attacks (Co-authors: Yingying Chen, Konstantinos Kleisouris, Xiaoyan Li, Wade Trappe, Richard P. Martin, Conference: TOSN)",36_0
"Query Planning for Searching Inter-dependent Deep-Web Databases (Co-authors: Fan Wang, Gagan Agrawal, Ruoming Jin, Conference: SSDBM)",107_2
"Power-Modulated Challenge-Response Schemes for Verifying Location Claims (Co-authors: Yu Zhang, Zang Li, Wade Trappe, Conference: GLOBECOM)",109_60
"Hourglass multimedia content and service composition framework for smart room environments (Co-authors: Klara Nahrstedt, Bin Yu, Jin Liang, Yi Cui, Conference: Pervasive and Mobile Computing)",97_8
"Enhancing semantic and geographic annotation of web images via logistic canonical correlation regression (Co-authors: Liangliang Cao, Jie Yu, Jiebo Luo, Thomas S. Huang, Conference: ACM Multimedia)",18_2
"Research Applications of the MAGNET Multi-Agent Contracting Testbed (Co-authors: John Collins, Maria L. Gini, Conference: AAAI/IAAI)",62_0
"The use of hybrid models to recover cardiac wall motion in tagged MR images (Co-authors: Gareth Funka-Lea, Alok Gupta, Conference: CVPR)",35_1
"Maximal intersection of spherical polygons by an arc with applications to 4-axis machining (Co-authors: Kai Tang, Yong-Jin Liu, Conference: Computer-Aided Design)",33_0
"An Admission Control Scheme for End-to-End Statistical QoS Provision in IP Networks (Co-authors: Pang Bin, HuaiRong Shao, Wen Gao, Conference: J. Comput. Sci. Technol.)",23_0
"The Performance of Erasure Codes Used in FT-MPI. (Co-authors: Xiaoguang Liu, Gang Wang, Yu Zhang, Ang Li, Fang Xie, Conference: null)",109_38
"Fault-Tolerance for Token-based Synchronization Protocols (Co-authors: Frank Mueller, Conference: IPDPS)",8_0
"Fabric Handle Clusters Based on Fuzzy Clustering Algorithm (Co-authors: Zhaoqun Du, Weidong Yu, Ye Yu, Lei Chen, Yan Ni, Jiaqi Luo, Xiaohan Yu, Conference: FSKD (3))",54_18
"Load-balancing performance of consistent hashing: asymptotic analysis of random node join (Co-authors: Xiaoming Wang, Dmitri Loguinov, Conference: IEEE/ACM Trans. Netw.)",7_3
"RSA-based Certified Delivery of E-Goods Using Verifiable and Recoverable Signature Encryption (Co-authors: Aleksandra Nenadic, Ning Zhang, Barry M. G. Cheetham, Carole A. Goble, Conference: J. UCS)",21_0
"Multiple Tree Models for Occlusion and Spatial Constraints in Human Pose Estimation (Co-authors: Yang Wang, Greg Mori, Conference: ECCV (3))",39_3
"Mining Frequent Patterns in an Arbitrary Sliding Window over Data Streams (Co-authors: Guohui Li, Hui Chen, Bing Yang, Gang Chen, Conference: DASFAA)",108_5
"Work-Flow Based Multi-Domain Certificate in E-Commerce (Co-authors: Zhiyi Fang, Yong Feng, Zhuang Liu, Jing Zhang, Conference: Proceedings of the E-Commerce Technology for Dynamic E-Business, IEEE International Conference)",105_33
"Multidimensional two-scale dilation equations (Co-authors: Marc A. Berger, Yang Wang, Conference: Wavelets: a tutorial in theory and applications)",39_52
"Training Hierarchical Feed-Forward Visual Recognition Models Using Transfer Learning from Pseudo-Tasks (Co-authors: Amr Ahmed, Kai Yu, Wei Xu, Yihong Gong, Eric P. Xing, Conference: ECCV (3))",1_17
