text;label
Model-based development of dynamically adaptive software (Co-authors: Ji Zhang, Betty H. C. Cheng, Conference: ICSE);241
Enabling Safe Dynamic Component-Based Software Adaptation (Co-authors: Ji Zhang, Betty H. C. Cheng, Zhenxiao Yang, Philip K. McKinley, Conference: WADS);241
Discover Gene Specific Local Co-regulations Using Progressive Genetic Algorithm (Co-authors: Ji Zhang, Qigang Gao, Hai Wang, Conference: ICTAI);242
An Effective and Efficient Data Cleaning Technique in Large Databases (Co-authors: Ji Zhang, Han Liu, Conference: IKE);242
On a Class of Banyan Networks and Tandem Banyan Switching Fabrics (Co-authors: Sandeep Sibal, Ji Zhang, Conference: INFOCOM);240
Spectral Decomposition Approach for Transient Analysis of Multi-Server Discrete-Time Queues (Co-authors: Khosrow Sohraby, Ji Zhang, Conference: INFOCOM);240
Performance Study of Markov Modulated Fluid Flow Models with Priority Traffic (Co-authors: Ji Zhang, Conference: INFOCOM);240
The Transient Performance Analysis of Voice/Data Integrated Networks (Co-authors: Ji Zhang, Edward J. Coyle, Conference: INFOCOM);240
Anomaly detection in high-dimensional network data streams: A case study (Co-authors: Ji Zhang, Qigang Gao, Hai Wang, Conference: ISI);242
Itanium processor clock design (Co-authors: Utpal Desai, Simon Tam, Robert Kim, Ji Zhang, Stefan Rusu, Conference: ISPD);2414
Image Mining: Issues, Frameworks and Techniques (Co-authors: Ji Zhang, Wynne Hsu, Mong-Li Lee, Conference: MDM/KDD);246
Optimizing the Java Piped I/O Stream Library for Performance (Co-authors: Ji Zhang, Jaejin Lee, Philip K. McKinley, Conference: LCPC);241
Addressing mobility issues in mobile environment (Co-authors: Ji Zhang, Arto Hamalainen, Jari Porras, Conference: Mobile Middleware);243
AMOEBA-RT: Run-Time Verification of Adaptive Software (Co-authors: Heather Goldsby, Betty H. C. Cheng, Ji Zhang, Conference: MoDELS Workshops);241
HOS-Miner: A System for Detecting Outlying Subspaces of High-dimensional Data (Co-authors: Ji Zhang, Meng Lou, Tok Wang Ling, Hai H. Wang, Conference: VLDB);242
Proactive care-of address test for route optimization in FMIPv6 (Co-authors: Ji Zhang, David Pearce, Conference: WMASH);240
X-warehouse: building query pattern-driven data (Co-authors: Ji Zhang, Wei Wang, Han Liu, Sheng Zhang, Conference: WWW (Special interest tracks and posters));242
XAR-miner: efficient association rules mining for XML data (Co-authors: Sheng Zhang, Ji Zhang, Han Liu, Wei Wang, Conference: WWW (Special interest tracks and posters));242
Gait Planning Of Quadruped Robot Based On Third-Order Spline Interpolation (Co-authors: Hao Dong, Mingguo Zhao, Ji Zhang, Zongying Shi, Naiyao Zhang, Conference: IROS);245
Research and Practice in Undergraduate Embedded System Course (Co-authors: Xiumin Shi, Ji Zhang, Yanbing Ju, Conference: ICYCS);247
A Framework for Efficient Association Rule Mining in XML Data (Co-authors: Ji Zhang, Han Liu, Tok Wang Ling, Robert M. Bruckner, A. Min Tjoa, Conference: J. Database Manag.);242
Image Mining: Trends and Developments (Co-authors: Wynne Hsu, Mong-Li Lee, Ji Zhang, Conference: J. Intell. Inf. Syst.);246
Clustering in Dynamic Spatial Databases (Co-authors: Ji Zhang, Wynne Hsu, Mong-Li Lee, Conference: J. Intell. Inf. Syst.);246
Using temporal logic to specify adaptive program semantics (Co-authors: Ji Zhang, Betty H. C. Cheng, Conference: Journal of Systems and Software);241
Detecting outlying subspaces for high-dimensional data: the new task, algorithms, and performance (Co-authors: Ji Zhang, Hai Wang, Conference: Knowl. Inf. Syst.);242
Spectral Decomposition Approach for Transient Analysis of Multi-Server Discrete-Time Queues (Co-authors: Khosrow Sohraby, Ji Zhang, Conference: Perform. Eval.);240
Discover gene specific local co-regulations from time-course gene expression data (Co-authors: Ji Zhang, Qigang Gao, Hai Wang, Conference: Scientific Programming);242
The transient solution of time-dependent M/M/1 queues (Co-authors: Ji Zhang, Edward J. Coyle, Conference: IEEE Transactions on Information Theory);240
Specifying real-time properties in autonomic systems (Co-authors: Ji Zhang, Zhinan Zhou, Betty H. C. Cheng, Philip K. McKinley, Conference: ISSE);241
Specifying adaptation semantics (Co-authors: Ji Zhang, Betty H. C. Cheng, Conference: ACM SIGSOFT Software Engineering Notes);241
D-GridMST: Clustering Large Distributed Spatial Databases (Co-authors: Ji Zhang, Han Liu, Conference: Classification and Clustering for Knowledge Discovery);242
Gene Specific Co-regulation Discovery: An Improved Approach (Co-authors: Ji Zhang, Qing Liu, Kai Xu, Conference: ICCS (1));242
Humanoid Robot Gait Generation Based on Limit Cycle Stability (Co-authors: Mingguo Zhao, Ji Zhang, Hao Dong, Yu Liu, Liguo Li, Xuemin Su, Conference: RoboCup);245
Detecting Projected Outliers in High-Dimensional Data Streams (Co-authors: Ji Zhang, Qigang Gao, Hai H. Wang, Qing Liu, Kai Xu, Conference: DEXA);242
The Intelligent Reconfigurable Measuring Node Based on Wireless Access Network. (Co-authors: Liming Wu, Junxiu Liu, Ji Zhang, Yuling Luo, Conference: null);2412
A dynamic scalable service model for SIP-based video conference. (Co-authors: Zhen Yang, Huadong Ma, Ji Zhang, Conference: null);244
Effect of energy feedbacks on Virtual Slope Walking: I. Complementary Energy Feedback. (Co-authors: Ji Zhang, Mingguo Zhao, Hao Dong, Conference: null);245
On the error analysis of vertical line pair-based monocular visual odometry in urban area. (Co-authors: Ji Zhang, Dezhen Song, Conference: null);2413
Effect of Gaze Direction and Face Expression on Visual Reflexive Attention. (Co-authors: Xin Guan, Qi Wang, Ji Zhang, Xue-min Zhang, Conference: null);2412
Towards outlier detection for high-dimensional data streams using projected outlier analysis strategy (Co-authors: Ji Zhang, Conference: null);242
Hos-Miner: a system for detecting outlyting subspaces of high-dimensional data (Co-authors: Ji Zhang, Meng Lou, Tok Wang Ling, Hai Wang, Conference: Proceedings of the Thirtieth international conference on Very large data bases - Volume 30);242
An Effective Error Concealment Framework For H.264 Decoder Based on Video Scene Change Detection (Co-authors: Ji Zhang, Feng Liu, Hui Shao, Gang Wang, Conference: Proceedings of the Fourth International Conference on Image and Graphics);2415
AMOEBA-RT: Run-Time Verification of Adaptive Software (Co-authors: Heather J. Goldsby, Betty H. Cheng, Ji Zhang, Conference: Models in Software Engineering: Workshops and Symposia at MoDELS 2007, Nashville, TN, USA, September 30 - October 5, 2007, Reports and Revised Selected Papers);241
Towards Re-engineering Legacy Systems for Assured Dynamic Adaptation (Co-authors: Ji Zhang, Betty H. C. Cheng, Conference: Proceedings of the International Workshop on Modeling in Software Engineering);241
Probabilistic Learning in Bayesian and Stochastic Neural Networks (Co-authors: William H. Hsu, Conference: AAAI/IAAI);250
Probabilistic Prediction of Protein Secondary Structure Using Causal Networks (Extended Abstract) (Co-authors: Arthur L. Delcher, Simon Kasif, Harry R. Goldberg, William H. Hsu, Conference: AAAI);250
Bayesian Network Models for Generation of Crisis Management Training Scenarios (Co-authors: Eugene Grois, William H. Hsu, Mikhail Voloshin, David C. Wilkins, Conference: AAAI/IAAI);250
A Genetic Algorithm for Tuning Variable Orderings in Bayesian Network Structure Learning (Co-authors: Haipeng Guo, Benjamin B. Perry, Julie A. Stilson, William H. Hsu, Conference: AAAI/IAAI);250
An ACO Algorithm for the Most Probable Explanation Problem (Co-authors: Haipeng Guo, Prashanth R. Boddhireddy, William H. Hsu, Conference: Australian Conference on Artificial Intelligence);250
A Learning-Based Algorithm Selection Meta-reasoner for the Real-Time MPE Problem (Co-authors: Haipeng Guo, William H. Hsu, Conference: Australian Conference on Artificial Intelligence);250
Structural Prediction of Protein-Protein Interactions in Saccharomyces cerevisiae (Co-authors: Martin S. R. Paradesi, Doina Caragea, William H. Hsu, Conference: BIBE);250
Text Extraction from the Web via Text-to-Tag Ratio (Co-authors: Tim Weninger, William H. Hsu, Conference: DEXA Workshops);250
Layered Learning in Genetic Programming for a Cooperative Robot Soccer Problem (Co-authors: Steven M. Gustafson, William H. Hsu, Conference: EuroGP);250
Evolutionary tree genetic programming (Co-authors: Jan Antolik, William H. Hsu, Conference: GECCO);250
An Ant Colony Approach For The Steiner Tree Problem (Co-authors: Sanjoy Das, Shekhar V. Gosavi, William H. Hsu, Shilpa A. Vaze, Conference: GECCO);250
An Ant Colony Algorithm for Steiner Trees: New Results (Co-authors: Sanjoy Das, Shekhar V. Gosavi, William H. Hsu, Shilpa A. Vaze, Conference: GECCO Late Breaking Papers);250
GA-Hardness Revisited (Co-authors: Haipeng Guo, William H. Hsu, Conference: GECCO);250
Genetic Algorithms for Reformulation of Large-Scale KDD Problems with Many Irrelevant Attributes (Co-authors: William H. Hsu, Yuhong Cheng, Haipeng Guo, Steven M. Gustafson, Conference: GECCO);250
Genetic Programming And Multi-agent Layered Learning By Reinforcements (Co-authors: William H. Hsu, Steven M. Gustafson, Conference: GECCO);250
A Permutation Genetic Algorithm For Variable Ordering In Learning Bayesian Networks From Data (Co-authors: William H. Hsu, Haipeng Guo, Benjamin B. Perry, Julie A. Stilson, Conference: GECCO);250
Genetic Algorithm Wrappers For Feature Subset Selection In Supervised Inductive Learning (Co-authors: William H. Hsu, Cecil P. Schmidt, James A. Louis, Conference: GECCO);250
Genetic Wrappers for Constructive Induction in High-Performance Data Mining (Co-authors: William H. Hsu, Michael Welge, Thomas Redman, David Clutter, Conference: GECCO);250
Dynamic System Prediction using Temporal Artificial Neural Networks and Multi-Objective Genetic Algorithms (Co-authors: Praveen Koduru, William H. Hsu, Sanjoy Das, Stephen Welch, Judith L. Roe, Conference: Computational Intelligence);250
Relational Graphical Models of Computational Workflows for Data Mining (Co-authors: William H. Hsu, Conference: ICSNW);250
Protein Secondary-Structure Modeling with Probabilistic Networks (Co-authors: Arthur L. Delcher, Simon Kasif, Harry R. Goldberg, William H. Hsu, Conference: ISMB);250
High-Performance Commercial Data Mining: A Multistrategy Machine Learning Application (Co-authors: William H. Hsu, Michael Welge, Thomas Redman, David Clutter, Conference: Data Min. Knowl. Discov.);250
Self-Organized-Expert Modular Network for Classification of Spatiotemporal Sequences (Co-authors: Sylvian R. Ray, William H. Hsu, Conference: Intell. Data Anal.);250
The Clusnet Algorithm And Time Series Prediction (Co-authors: William H. Hsu, Loke-Soo Hsu, Manoel Fernando Tenorio, Conference: Int. J. Neural Syst.);251
Genetic wrappers for feature selection in decision tree induction and variable ordering in Bayesian network structure learning (Co-authors: William H. Hsu, Conference: Inf. Sci.);250
A Multistrategy Approach to Classifier Learning from Time Series (Co-authors: William H. Hsu, Sylvian R. Ray, David C. Wilkins, Conference: Machine Learning);250
Parameter Significance Estimation and Financial Prediction (Co-authors: William H. Hsu, Loke-Soo Hsu, Manoel Fernando Tenorio, Conference: Neural Computing and Applications);251
Automatic Synthesis of Compression Techniques for Heterogeneous (Co-authors: William H. Hsu, Amy E. Zwarico, Conference: Softw., Pract. Exper.);250
A machine learning approach to algorithm selection for NP\mathcal{NP} -hard optimization problems: a case study on the MPE problem (Co-authors: Haipeng Guo, William H. Hsu, Conference: Annals OR);250
An evolutionary approach to constructive induction for link discovery (Co-authors: Tim Weninger, William H. Hsu, Jing Xia, Waleed Aljandal, Conference: GECCO);250
An evolutionary approach to constructive induction for link discovery (Co-authors: Tim Weninger, William H. Hsu, Jing Xia, Waleed Aljandal, Conference: GECCO (Companion));250
Graph Drawing Heuristics for Path Finding in Large Dimensionless Graphs (Co-authors: Tim Weninger, Rodney Howell, William H. Hsu, Conference: IC-AI);250
Bi-relational Network Analysis Using a Fast Random Walk with Restart. (Co-authors: Jing Xia, Doina Caragea, William H. Hsu, Conference: null);250
Control of inductive bias in supervised learning using evolutionary computation: a wrapper-based approach (Co-authors: William H. Hsu, Conference: Data mining: opportunities and challenges);250
A Class of Low-Density Parity-Check Codes Constructed Based on Reed-Solomon Codes with Two Information Symbols (Co-authors: Ivana Djurdjevic, Jun Xu, Khaled A. S. Abdel-Ghaffar, Shu Lin, Conference: AAECC);260
New Constructions of Quasi-cyclic LDPC Codes Based on Two Classes of Balanced Incomplete Block Designs: For AWGN and Binary Erasure Channels (Co-authors: Lan Lan, Ying Yu Tai, Shu Lin, Behshad Memari, Bahram Honary, Conference: AAECC);260
Algebraic Constructions of Quasi-cyclic LDPC Codes - Part I: For AWGN and Binary Random Erasure Channels (Co-authors: Lan Lan, Lingqi Zeng, Ying Yu Tai, Lei Chen, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: AAECC);260
Some Results on Linear Unequal-Error-Protection Codes Specified by their Generator Matrix (Co-authors: Robert Morelos-Zaragoza, Shu Lin, Conference: AAECC);260
Algebraic Construction of Quasi-cyclic LDPC Codes - Part II: For AWGN and Binary Random and Burst Erasure Channels (Co-authors: Ying Yu Tai, Lingqi Zeng, Lan Lan, Shumei Song, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: AAECC);260
Impact of Manufacturing Practices on Adoption of Plant Information Systems (Co-authors: Rajiv D. Banker, Indranil Bardhan, Hsihui Chang, Shu Lin, Conference: ICIS);261
Low-complexity and high-performance multilevel coded modulation for the AWGN and Rayleigh fading channels (Co-authors: Shu Lin, Sandeep Rajpal, Dojun Rhee, Conference: Information Theory and Applications);260
Similarity queries in the DISIMA image DBMS (Co-authors: Vincent Oria, M. Tamer Ozsu, Shu Lin, Paul Iglinski, Conference: ACM Multimedia);260
DISIMA: A Distributed and Interoperable Image Database System (Co-authors: Vincent Oria, M. Tamer Ozsu, Paul Iglinski, Shu Lin, Benjamin Bin Yao, Conference: SIGMOD Conference);260
An Extendible Hash for Multi-Precision Similarity Querying of Image Databases (Co-authors: Shu Lin, M. Tamer Ozsu, Vincent Oria, Raymond T. Ng, Conference: VLDB);260
Construction of High Performance and Efficiently Encodable Nonbinary Quasi-Cyclic LDPC Codes (Co-authors: Bo Zhou, Ying Yu Tai, Lan Lan, Shumei Song, Lingqi Zeng, Shu Lin, Conference: GLOBECOM);260
Cyclic Codes for Correcting Bursts of Errors or Erasures With Iterative Decoding (Co-authors: Shumei Song, Shu Lin, Khaled A. S. Abdel-Ghaffar, Zhi Ding, Marc P. C. Fossorier, Conference: GLOBECOM);260
A Two-Stage Iterative Decoding of LDPC Codes for Lowering Error Floors (Co-authors: Jingyu Kang, Li Zhang, Zhi Ding, Shu Lin, Conference: GLOBECOM);260
Block coded modulation and concatenated coding schemes for error control on fading channels (Co-authors: Branka Vucetic, Shu Lin, Conference: Discrete Applied Mathematics);260
Codes with multi-level error-correcting capabilities (Co-authors: Mao Chao Lin, Shu Lin, Conference: Discrete Mathematics);260
Long BCH Codes Are Bad (Co-authors: Shu Lin, E. J. Weldon Jr, Conference: Information and Control);260
An Improvement to Multifold Euclidean Geometry Codes (Co-authors: Shu Lin, Kai-Ping Yiu, Conference: Information and Control);260
On a Class of One-Step Majority-Logic Decodable Cyclic Codes (Co-authors: Shu Lin, George Markowsky, Conference: IBM Journal of Research and Development);260
Near-Shannon-limit quasi-cyclic low-density parity-check codes (Co-authors: Lei Chen, Jun Xu, Ivana Djurdjevic, Shu Lin, Conference: IEEE Transactions on Communications);260
Efficient Encoding of Quasi-Cyclic Low-Density Parity-Check Codes (Co-authors: Zongwang Li, Lei Chen, Lingqi Zeng, Shu Lin, Wai H. Fong, Conference: IEEE Transactions on Communications);260
Efficient encoding of quasi-cyclic low-density parity-check codes (Co-authors: Zongwang Li, Lei Chen, Lingqi Zeng, Shu Lin, Wai H. Fong, Conference: IEEE Transactions on Communications);260
Turbo encoding and decoding of Reed-Solomon codes through binary decomposition and self-concatenation (Co-authors: Cathy Ye Liu, Shu Lin, Conference: IEEE Transactions on Communications);260
Construction of low-density parity-check codes by superposition (Co-authors: Jun Xu, Lei Chen, Lingqi Zeng, Lan Lan, Shu Lin, Conference: IEEE Transactions on Communications);260
New Constructions of Quasi-Cyclic LDPC Codes Based on Special Classes of BIBDs for the AWGN and Binary Erasure Channels (Co-authors: Lan Lan, Ying Yu Tai, Shu Lin, Behshad Memari, Bahram Honary, Conference: IEEE Transactions on Communications);260
Algebraic Construction of Quasi-Cyclic LDPC Codes for the AWGN and Erasure Channels (Co-authors: Ying Yu Tai, Lan Lan, Lingqi Zeng, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Communications);260
New constructions of quasi-cyclic LDPC codes based on special classes of BIDBs for the AWGN and binary erasure channels (Co-authors: Lan Lan, Ying Yu Tai, Shu Lin, Behshad Memari, Bahram Honary, Conference: IEEE Transactions on Communications);260
Transactions Papers - Constructions of Nonbinary Quasi-Cyclic LDPC Codes: A Finite Field Approach (Co-authors: Lingqi Zeng, Lan Lan, Ying Yu Tai, Shumei Song, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Communications);260
Construction of nonbinary cyclic, quasi-cyclic and regular LDPC codes: a finite geometry approach (Co-authors: Lingqi Zeng, Lan Lan, Ying Yu Tai, Bo Zhou, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Communications);260
Construction of Low-Density Parity-Check Codes Based on Balanced Incomplete Block Designs (Co-authors: Bassem Ammar, Bahram Honary, Yu Kou, Jun Xu, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Error and erasure control (d, k) block codes (Co-authors: Hendrik C. Ferreira, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Differential trellis decoding of convolutional codes (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Error performance analysis for reliability-based decoding algorithms (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Soft-decision decoding of linear block codes based on ordered statistics (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Correction to 'Soft decision decoding of linear block codes based on ordered statistics' (Sep 95 1379-1396) (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Computationally efficient soft-decision decoding of linear block codes based on ordered statistics (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
First-order approximation of the ordered binary-symmetric channel (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Weight distribution for closest coset decoding of |u|u+v| constructed codes (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Complementary reliability-based decodings of binary linear block codes (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Some decomposable codes: the |a+x|b+x|a+b+x| construction (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
A Unified Method for Evaluating the Error-Correction Radius of Reliability-Based Soft-Decision Algorithms for Linear Block Codes (Co-authors: Marc P. C. Fossorier, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On the weight distribution of terminated convolutional codes (Co-authors: Marc P. C. Fossorier, Shu Lin, Daniel J. Costello Jr, Conference: IEEE Transactions on Information Theory);260
Bit-Error Probability for Maximum-Likelihood Decoding of Linear Block Codes and Related Soft-Decision Decoding Methods (Co-authors: Marc P. C. Fossorier, Shu Lin, Dojun Rhee, Conference: IEEE Transactions on Information Theory);260
Reliability-Based Syndrome Decoding of Linear Block Codes (Co-authors: Marc P. C. Fossorier, Shu Lin, Jakov Snyders, Conference: IEEE Transactions on Information Theory);260
An approximation to the weight distribution of binary primitive BCH codes with designed distances 9 and 11 (Co-authors: Toru Fujiwara, Toyoo Takata, Tadao Kasami, Shu Lin, Conference: IEEE Transactions on Information Theory);260
A Trellis-Based Recursive Maximum-Likelihood Decoding Algorithm for Binary Linear Block Codes (Co-authors: Toru Fujiwara, Hiroshi Yamamoto, Tadao Kasami, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Coding for the binary symmetric broadcast channel with two receivers (Co-authors: Tadao Kasami, Shu Lin, Victor K.-W. Wei, Saburo Yamamura, Conference: IEEE Transactions on Information Theory);260
On linear structure and phase rotation invariant properties of block M-PSK modulation codes (Co-authors: Tadao Kasami, Toyoo Takata, Toru Fujiwara, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On multilevel block modulation codes (Co-authors: Tadao Kasami, Toyoo Takata, Toru Fujiwara, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On the optimum bit orders with respect to the state complexity of trellis diagrams for binary linear codes (Co-authors: Tadao Kasami, Toyoo Takata, Toru Fujiwara, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Linear block codes for error detection (Co-authors: Tadao Kasami, Torleiv Klove, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On complexity of trellis structure of linear block codes (Co-authors: Tadao Kasami, Toyoo Takata, Toru Fujiwara, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Graph theoretic approaches to the code construction for the two-user multiple- access binary adder channel (Co-authors: Tadao Kasami, Shu Lin, Victor K.-W. Wei, Saburo Yamamura, Conference: IEEE Transactions on Information Theory);260
An approximation to the weight distribution of binary linear codes (Co-authors: Tadao Kasami, Toru Fujiwara, Shu Lin, Conference: IEEE Transactions on Information Theory);260
A cascaded coding scheme for error control and its performance analysis (Co-authors: Tadao Kasami, Toru Fujiwara, Toyoo Takata, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Low-density parity-check codes based on finite geometries: A rediscovery and new results (Co-authors: Yu Kou, Shu Lin, Marc P. C. Fossorier, Conference: IEEE Transactions on Information Theory);260
A Low-Weight Trellis-Based Iterative Soft-Decision Decoding Algorithm for Binary Linear Block Codes (Co-authors: Takuya Koumoto, Toyoo Takata, Tadao Kasami, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Cyclic unequal error protection codes constructed from cyclic codes of composite length (Co-authors: Mao Chao Lin, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Computer search for binary cyclic UEP codes of odd length up to 65 (Co-authors: Mao Chao Lin, Chi-Chang Lin, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Nonhomogeneous Trellis codes for the Quasi-Synchronous Multiple-Access Binary adder channel with Two Users (Co-authors: Shu Lin, Victor K.-W. Wei, Conference: IEEE Transactions on Information Theory);260
Soft-decision decoding of binary linear block codes based on an iterative search algorithm (Co-authors: H. T. Moorthy, Shu Lin, Tadao Kasami, Conference: IEEE Transactions on Information Theory);260
Constructions of Generalized Concatenated Codes and Their Trellis-Based Decoding Complexity (Co-authors: Robert Morelos-Zaragoza, Toru Fujiwara, Tadao Kasami, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On a class of optimal nonbinary linear unequal-error-protection codes for two sets of messages (Co-authors: Robert Morelos-Zaragoza, Shu Lin, Conference: IEEE Transactions on Information Theory);260
QPSK block-modulation codes for unequal error protection (Co-authors: Robert Morelos-Zaragoza, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On primitive BCH codes with unequal error protection capabilities (Co-authors: Robert Morelos-Zaragoza, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Multistage decoding of multilevel block M-PSK modulation codes and its performance analysis (Co-authors: Toyoo Takata, Satoshi Ujita, Tadao Kasami, Shu Lin, Conference: IEEE Transactions on Information Theory);260
Suboptimum decoding of decomposable block codes (Co-authors: Toyoo Takata, Y. Yamashita, Toru Fujiwara, Tadao Kasami, Shu Lin, Conference: IEEE Transactions on Information Theory);260
On Algebraic Construction of Gallager and Circulant Low-Density Parity-Check Codes (Co-authors: Heng Tang, Jun Xu, Yu Kou, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Information Theory);260
Codes on finite geometries (Co-authors: Heng Tang, Jun Xu, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Information Theory);260
Construction of Regular and Irregular LDPC Codes: Geometry Decomposition and Masking (Co-authors: Jun Xu, Lei Chen, Ivana Djurdjevic, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Information Theory);260
Construction of Quasi-Cyclic LDPC Codes for AWGN and Binary Erasure Channels: A Finite Field Approach (Co-authors: Lan Lan, Lingqi Zeng, Ying Yu Tai, Lei Chen, Shu Lin, Khaled A. S. Abdel-Ghaffar, Conference: IEEE Transactions on Information Theory);260
Accelerating FPGA-based emulation of quasi-cyclic LDPC codes with vector processing (Co-authors: Xiaoheng Chen, Jingyu Kang, Shu Lin, Venkatesh Akella, Conference: DATE);260
A unified approach to the construction of binary and nonbinary quasi-cyclic LDPC codes based on finite fields (Co-authors: Shumei Song, Bo Zhou, Shu Lin, Khaled Abdel-Ghaffar, Conference: IEEE Transactions on Communications);260
High performance non-binary quasi-cyclic LDPC codes on euclidean geometries (Co-authors: Bo Zhou, Jingyu Kang, Ying Yu Tai, Shu Lin, Zhi Ding, Conference: IEEE Transactions on Communications);260
Trellises and Trellis-Based Decoding Algorithms for Linear Block Codes (Co-authors: Shu Lin, Tadao Kasami, Marc Fossorier, Conference: null);260
DISIMA: a distributed and interoperable image database system (Co-authors: Vincent Oria, M. Tamer Özsu, Paul J. Iglinski, Shu Lin, Bin Yao, Conference: ACM SIGMOD Record);260
Error Control Coding, Second Edition (Co-authors: Shu Lin, Daniel J. Costello, Conference: null);260
Java Implementation Verification Using Reverse Engineering (Co-authors: David Cooper, Benjamin Khoo, Brian R. von Konsky, Mike Robey, Conference: ACSC);270
Using Dependence Graphs to Assist Manual and Automated Object Oriented Software Inspections (Co-authors: David Cooper, Mun Wai Chan, Gautam Mehra, Peter Woodward, Brian R. von Konsky, Michael C. Robey, Michael Harding, Conference: ASWEC);270
President's information technology advisory committee (PITAC): subcommittee on transforming the government (Co-authors: David Cooper, Bo Ewald, Conference: DG.O);271
Using Geometric Properties of Correspondence Vectors for the Registration of Free-Form Shapes (Co-authors: Yonghuai Liu, Marcos A. Rodrigues, David Cooper, Conference: ICPR);272
Reading the fine print: what benchmarks don't tell you (Co-authors: Randi J. Rost, Jim Bushnell, David Cooper, Jerry Schneble, Lynn Thorsen-Jensen, Conference: SIGGRAPH);273
Segregation with Communication (Co-authors: David Cooper, Susan Stepney, Conference: ZB);274
The Use of Z (Co-authors: Rosalind Barden, Susan Stepney, David Cooper, Conference: Z User Workshop);274
Formal Methods for Industrial Products (Co-authors: Susan Stepney, David Cooper, Conference: ZB);274
More Powerful Z Data Refinement: Pushing the State of the Art in Industrial Refinement (Co-authors: Susan Stepney, David Cooper, Jim Woodcock, Conference: ZUM);274
E-Publishing Portal: A New Approach to Faculty Outreach (Co-authors: Nedelina Tchangalova, David Cooper, Conference: ELPUB);275
A Demonstrably Correct Compiler (Co-authors: Susan Stepney, Dave Whitely, David Cooper, Colin Grant, Conference: Formal Asp. Comput.);274
The certification of the Mondex electronic purse to ITSEC Level E6 (Co-authors: Jim Woodcock, Susan Stepney, David Cooper, John A. Clark, Jeremy Jacob, Conference: Formal Asp. Comput.);274
Sorting of textual data bases: A variety generation approach to distribution sorting (Co-authors: David Cooper, Mary E. Dicker, Michael F. Lynch, Conference: Inf. Process. Manage.);272
The use of binary search trees in external distribution sorting (Co-authors: David Cooper, Michael F. Lynch, Conference: Inf. Process. Manage.);272
Compression of Wiswesser Line Notations Using Variety Generation (Co-authors: David Cooper, Michael F. Lynch, Conference: Journal of Chemical Information and Computer Sciences);272
Recognizing and Responding to Student Affect (Co-authors: Beverly Park Woolf, Toby Dragon, Ivon Arroyo, David Cooper, Winslow Burleson, Kasia Muldner, Conference: HCI (3));276
The benefit of information technology in managing outcomes focused curriculum development across related degree programs (Co-authors: Brian R. von Konsky, Allan Loh, Mike Robey, Susan J. Gribble, Jim Ivins, David Cooper, Conference: Proceedings of the 8th Austalian conference on Computing education - Volume 52);270
Z in practice (Co-authors: Rosalind Barden, Susan Stepney, David Cooper, Conference: null);274
Learning to Coordinate without Sharing Information (Co-authors: Sandip Sen, Mahendra Sekaran, John Hale, Conference: AAAI);280
